"Great book, weak ending",This was a great book. My only complaint was the blunt ending...I have read a bunch of Sidney's books and they all seem to just end. I wish it was more of an ending. The rest of the book was fabulous though.
Five Stars,"Love Sydney Sheldon and this was a must read, couldn't put it down..."
Five Stars,"Totally captivating, a very enjoyable read"
One of his best.,No one tells a story better than Sidney Sheldon.
Five Stars,Excellent book - good read - very interesting
Five Stars,Sydney Sheldon is the master of story telling!
What can I say? Sidney's the master.,"What an experience. The adventure of this family, the highs and lows and heartbreak. So human and unforgettable"
Four Stars,Fantastic
Wonderful Book,Great book written by one of the best of the best author.  This book grabs you at the beginning and never lets go !!!!
Loved it,A book that kept me turning pages into the night!
She Loved It...,"Got it for girlfriend, loved it like I did over 20yrs. ago."
Five Stars,"Easy reading, lots of twists and turns, kept me wondering what was going to happen next"
QUICK READ!!! AWESOME BOOK,This is the 1st book I read within a week!!! a book that was hard to put down... GREAT STORY
Four Stars,Interesting take on the future of the characters of Master of the Game.
Five Stars,Awesome
Best book of all time!!!,"This is the best book ever! I highly recommend getting this book if you have never read it before. It is long, but the story is so intriguing that it is hard to put it down. They also made a movie out of this, but the movie cuts out many scenes from the book that would have been great to see."
A good read,Good mystery written by a master of suspense.
Four Stars,Good story.
Four Stars,Gripped my intere
Good book!!,I enjoyed Master of the Game tremendously. It was hard to put down to get me work done!! Will buy more of Sidney Shelton books.
Five Stars,Excellent!
Five Stars,Thank you!
Freakin wow,This is one of the craziest stories I've read in a while. Lots of twists. It's definitely a great read!
Five Stars,I loved this book! Never a dull moment!
This is the real best I have ever read,"I could not stop reading it, I wanted to know what would happen next ! This is the real best I have ever read!!!!"
Five Stars,Best book I have ever read awesome!!!!
Five Stars,Excellent  read
Great book! Read it in less than a day,Great book!  Read it in less than a day!  I always thought of Sidney Sheldon as an &#34;old persons&#34; book since my mom read them years ago...but ut was great!  Going to read all his book now :)
Five Stars,Great beach or plane read! Complete nonsense and silly sex. Flew through it. But I also loved it.
Very interesting,It's the second time I'am reading this book. The whole tale with all its twists and turns keeps one on the edge of his seat.
Very ouestionable on geographic and political facts !,"Being South African, Sheldon made it very clear that his researh on South Africa is falling very short of the real facts ! He still however remains a master story teller."
Incredible book,Can't keep the book down.  Sounds so real
One of the best authors. I love reading his books to the ...,One of the best authors.  I love reading his books to the point I am starting over collecting them on my Kindle.  Twists and turns.  A fun read!
One of my favorite books!,One of my favorite books!
Five Stars,History of ones life
Five Stars,He always writes a wonderful book.
Interesting read,"This was an interesting read . I enjoyed the book .
The story travels through multiple generations and was deftly handled."
Great read!,This book captures your imagination! You feel like you're in Africa with Jamie going through his adventures. A real page-turner!!
Masterpiece!,No words can justify this novel. It is amazing! You will be left wanting more and more and more....thank you!
Five Stars,So captivating!
One Star,First class
3rd time reading and still wonderful!,"Classic Sydney Sheldon! The story is twisted and wonderful, I highly recommend it to anyone sitting by the beach this summer!"
Loved It!!!!,"This is not my favorite Sidney Sheldon book, but it's pretty damn good!!! It really picks up at the end and becomes both riveting and exciting!!! ?"
great,Great book. Very interesting well written.  The author has a good way of keeping you wanting to read more and more.
Excellent writing and story,Excellent writing and story. Not only is the story exciting it is a good lesson in history of diamond mining and sacrifice to make it rich in the diamond fields of South Africa.
Five Stars,Great book.
Master of the game,Great read!
great story. Really enjoyed it,"I read this years ago, and I just re-read it. Timeless, great story. Really enjoyed it."
Four Stars,Excellent
"It's a gripping story, start to finish. It ...","It's a gripping story, start to finish. It paints a graphic picture of South Africa a hundred years ago and how hard the adventurers had to work to find the precious diamonds. Some succeeded, many didn't."
Amazing!,"If you love books with twist, deception, and family, you've come to the right place. This book is like watching the greatest chess match ever played--with human pieces!"
Five Stars,Great
Old favorite,This is an old favorite full of several twists and turns in a bold writing style. Love it and you will too!
Five Stars,Awesome story!!
Five Stars,Great product great price would recommend
A gift,He's hooked on this author. Read them too fast.
Loved it!!!,A good read. I first read this book in my teens. My daughter was looking for a good  book and I remembered this story. Good from beginning to the end.
It was as good as I remembered,I read this many years ago. I recently thought about it and decided to re-read. It was as good as I remembered.
Five Stars,I enjoyed this book very much and I would highly recommend it
Five Stars,great read.  surprise ending
I am beyond disappointed with this book,"There is only one character in this book that is not one-dimensional, and its Kate, and even she lacks the necessary depth. everyone else exist only in a name. I feel that this book would need to be at least twice as long to develop the necessary plots and twists that would explain some decisions made by the characters. He takes two pages max to go over the Bouer War, WW1 and WWII, which I find completely ridiculous. Three years in a SA camp that Margaret spent took all of one page. really? 0 suffering is described. I am beyond disappointed with this book. and overall this book is unbelievable, literally. So much nonsense doesn't happen even in the Kennedy clan."
Great book. Compelling reading,Great book.  Compelling reading.  Wished I'd read it before the &#34;others&#34;.
An entertaining saga.,"While a bit convoluted at times, and too conveniently handled at times, the story kept my interest and provided a great cast of villians.
Eve received her just desserts.  Unfortunately, Gran Kate never learned her lesson.  Thankfully, Alexandra finds her HEA.
For the most part, I enjoyed reading Master of the Game."
Sidney Sheldon is one of my favorite,I am really enjoying this book.  Sidney Sheldon is one of my favorite authors
Rollercoaster Ride of Greed and Betrayal,You never know what is lurking around the corner in this story! Fast-paced and entertaining. Kate Blackwell is a formidable opponent.
A good read,I was recommended to read this by a friend and I can't put it down. Sidney Sheldon has written many books; but this one is my first time. A very good read!
The best books keeps the reader engrossed till the,One of. The best books keeps the reader engrossed till the end
Like a box of chocolates,"Like a box of chocolates, you never know what you are going to get.  So many people you love to hate, so many surprises.  Love these older books that somehow slipped by me.  I read one morning until 4am because I had to find out what was going to happen.  How can an author's brain work like that?"
Awesome!,This book is by far one of the best books I've read.  You won't be able to put it down .
ivana,"Ivana
Not one of his best books
Would not recommend if one  has read his prior books
 Confusing at times"
Five Stars,Great read!
Excellent reading,I loved this book. I read it years ago and I enjoyed it even more the second time around! Masterful
Five Stars,very good and came in a tmely manner
Excellence in storytelling,"Enough twists, turns, end tension to please any reader.  Sheldon has done it again.  A final victory for the innocent"
Love Sidney Sheldon,One of his best works! The story line moves at a fast pace and keeps the reader turning the pages. The ending leaves you wanting more of the story.
it he decided he wanted to read it & he too loved it. Fast moving & just plain enjoyable,"I read this book years ago and told my husband, it he decided he wanted to read it & he too loved it.
Fast moving & just plain enjoyable. Love, deceit, humorous, sad, wrapped in one book  that is fast easy reading."
Five Stars,My really enjoys reading the Sideny Shedlon
Five Stars,This was one of the books by Sidney Sheldon you did not want to put down.
Five Stars,Great book!
Five Stars,Another masterpiece by Sheldon
Best Of The Best,Beat book I've ever read
Five Stars,Great book.  A must read
Same old stuff,"Sidney Sheldon has found a formula for his novels and he is sticking to it. That is why so many of his fans read his books. I selected the book because I was looking for a novel with his flavor, but i didn't want to waste time reading the same old stuff and I did. This time, he went on and on for hundreds of pages describing generations of the same beautiful, strong willed women, and the handsome men who are rich beyond belief. This is the ""Other Side of Midnight"" and so many other of his books all over again. I wish the author would write a book about a heroine who was less attractive and who had to do something other than get pregnant with Mr. Wonderful's child in order to make something of herself."
This is definitely the old Sidney Sheldon masterpiece. It ...,This is definitely the old Sidney Sheldon masterpiece.  It kept me up late at night turning the pages and waiting to find out what happens next.  It  is well written and suspenseful until the last page.
Very interesting captures your attention from page one to the ...,Very interesting  captures your attention from page one to the end.
Can't put it down!!,One of my favorite books ever. Great twists and turns. Could not put it down
Five Stars,an exciting book didn't want to finish it...smile
Five Stars,Thoroughly enjoyed it
Five Stars,Great read.
fantastic! page turner,fantastic ! page turner !
Five Stars,Great read couldn't put it down!
You'll love it!,Great book; great author.
Three Stars,Great beginning but takes a twisted turn as it goes along
Would not recommend!,I really enjoyed the beginning of the book but then it turned into a ridiculous bad soap opera. BAD!
Three Stars,Was purchased as gift. Delivered in poorer condition as stated.
Master of the game,Another Awesome Sidney Sheldon book ... thank you Sidney ... Don't miss out on reading such an interesting and intriguing masterpiece!!!
Gift,This book was also a gift to someone who specifically asked for this book.  He loves Sydney Sheldon.
Five Stars,love it.
Five Stars,It was a book that I couldn't put down once I started reading it!
Five Stars,So wonderful master piece!
Sheldon is a great writer. I especially liked this book,"Sheldon is a great writer.  I especially liked this book.  Of course, I was not happy with the vulgarity.  The story would have been
fine without it.
Martha W. Bowles"
Five Stars,Another novel from this author which I can recommend.
Three Stars,Novel spans decades of master manipulation at its best.
This book is tops. I read it years ago ...,This book is tops.  I read it years ago and again just recently. Although the characters were fictitious much of the history was real.  Sheldon is a real story teller.
I am hoping is as good.,I found this book very hard to put down.  It kept me reading long after I should have stopped for some sleep.  The story keeps you interested and it makes it hard to put down.  I can hardly wait to read Mistress of the Game.  I am hoping is as good.
Four Stars,one of the best book of sidney sheldon.
One of Sheldon's best!,"This book is addictive!  Even after my third read, I could not put it down.  Sheldon was an amazing author."
South African family saga with gripping stories,A saga of a South African family heavily salted with over ambitious characters leading to tragedies and thrilling episodes. Cannot put it down! Watch out for rough dialogue and explicit scenes!
"A very exciting novel moving from poverty to great wealth, enduring many hardships and tragic happenings","Generation after generation of members seeking wealth.  Story begins with one young boy  leaving England for Africa and the
diamond market.  A very exciting novel moving from poverty to great wealth, enduring many hardships and tragic happenings.
Sidney Sheldon knows how to keep the reader with him all the way."
Five Stars,"very good, unable to put book down. would read it again and again"
GREAT READ,Best book i have read. Love it. You can not put it down.
Undeniably the best book by Sidney,Best book ever
Five Stars,A turning pages awesome book
Five Stars,Excellent read!!
Five Stars,THIS WAS ONE OF HIS BEST BOOKS. EXCELLENT
Really terrible book with a lack of depth,Really terrible book with a lack of depth. Characters got more unbelievable and story more ludicrous with the turn of each page. Started out interesting with the diamond trade background but quickly fell apart.
Five Stars,Great book. Lots of action.
and very good.,"Interesting, current, and very good."
more twists than a mountain road,"An entertaining read, lots of interesting characters; but some of the plots are simply over the top! One would have to be very naive to believe the identical Tweens could not be seperated, even though their behaviour generally was like chalk and cheese."
the most captivating book I have ever read,A book that transcends an era.  A completely unbelievable story.  I totally recommend this book  It will. Be  without doubt the best book you have ever read.
Pathetic!,"Pathetic is the word! I bought it after reading many positive reviews but was totally disappointed with the book! Something in me kept saying that this book just can't be by Sidney Sheldon and I kept checking the authors name over and over again! Much to my disappointment, it is by Sidney Sheldon and its one of his worst books! Something about the ruthless, negative characters and the never ending mad rush for power just doesn't tick!"
My favorite book!,"This is my all-time favorite book in the universe -- and that says a lot since I run a book-reviewing site! This book is just deep, suspenseful, about family. Great read!"
good book,"This is a great book, but I think it would have been better if it focused the whole story on Jamie macgregor because the other parts the two sisters, Kate, etc... Seems kinda rushed. It probably should have been expanded and made into a trilogy.  All in all though great read."
"Master of the Game, in my opinion, was the best of Sidney Sheldon.","This story, covering the history of the lives of several generations, could be a true story.  Events and characters are filled out well."
read it and love it,"This is my favorite book....i've read it over and over
Sidney sheldon is also one of my favorite writers
Ok"
best book I've ever read!,This is by far the best book I've ever read! It's a true thriller and keeps you at the edge of the seat. The characters are mesmerizing and you really get to know each of them individually. This is one of Sidney's master pieces! I've read it over 10 times and each time it doesn't fail to keep me guessing. Well done.
Excellent !!!,I have read this book at least 40 times and own several copies in hardcover. I plan on reading it again :))
"Predictible, a little shallo","I became interested when a friend highly recommended the book and when I saw that Sheldon wrote on a lot of old proven tv shows, such as I Dream Of Jeanie, so I actually bought this book, something I seldom do. You can get so many books free and I seldom pay, which kind of hurts for me now.
It kept my interest but disappointed me. I expected more passion, more feeling. I knew the characters would prevail and could guess how they did, and was boringly correct in my predictions. Not that I didn't get a thrill from their deliverance of justice, or punishment of same, but it was predictable, shallow, painted in flat cartoon colors and not that of masterly iridescence, as I had been led to believe the master of the game was capable of producing. So a so-so book, interesting but not captivating and definatly not moving."
Not involving,"When I started the booking I thougt it will be more interesting, but I think the autor lost the base of the history and only did a big effort to complete the numbers of the pages that was enough to complete a book.
It was the first Sidney Sheldon's book that I don't recomend; it is a waste of time.
If you had a doubt, read, for example, If Tomorrow Cames, Are You Afraid of the Dark  or The Other Side of Midnight: all them are breathtaking!"
Master of the Book!!,Sidney Sheldon is a real master at writing stories that have so many twists and turns. This would have to be one of his best books. I have not met anyone that has read this book that hasn't enjoyed it...l loved it
"Definitely, The Master!","Well I have to say, Sidney did not disappoint, although I must say, he gave me quite a scare toward the end of this book. I've always called Sidney Sheldon the Master of Plots, and I call him that for a very specific reason. He is THE MASTER OF ALL MASTERS! How he throws several stories into one and your mind is spinning trying to figure out what the hell is going on, by the time you get to the end and it comes together, you say, &#34;A-ha!&#34; He was such a brilliant writer and Lord knows I miss him. He's one of my favorites and one who made me want to go into writing.
This story was outstanding. Again, near the last few chapters, I got so damn frustrated because those twins, Eve and Alexandra were something else, or shall I say, Eve was something else. The good twin versus bad twin type of vibe going on. Alexandra angered me so much because she was so damn stupid and never saw the wrong in anyone. She was almost childlike, but even children eventually begin to suspect things, but not Alex. Eve, in my opinion, was short for Evil! That woman had some issues for real!
Sidney managed to go through an entire family dynamic in this book. From the ancestors all the way through the early '80s. To follow each generation was amazing. Katherine Blackwell's early beginnings gave rise to how the rest of the family would fair.
The ending was so classic Sidney! It was OUTSTANDING! OMG, I cheered at the end because it was so fitting! If you've never read this, trust me, you will love it! What an Awesome Read!"
Great book.,Loved it ! could not stop reading it. Sidney Sheldon realy knows how to get you engaged with his books.
One of my favorite books that I have ever read.,I have read this book three times.  Sidney Sheldon is a great story teller and keeps you interested.  It is not a long book and very interesting.
Great story,I couldn't put this down. I never head Sheldon's books before and he is a great mystery storyteller. I will read more. Love the kindle books.
Amazing page turner.,"Once you begin reading this book it is impossible to out down.  The pages and the years fly by in a whirl of twists, turns and intrigue."
Fantastic!,"This is the second time I read Master of the Game, and now I have refreshed my memory as to why this has been my favorite book for all these years!"
Action packed with turns in every direction. Hard to stop.,"I thought the story was very good with lots of surprises and my thoughts are. Grandmother will get her way in the end. .
Dislikes: I'M not in the the sexual aspects- I felt there was to much.
Recommend:to all of my friends, however would advise them of my feelings of to much the sex. Not needed to make a great story."
intriguing,Very interesting book. I found it difficult to put the book down after beginning and I am not an avid reader. For a book that will make you want to read more Sidney Sheldon did a great job at keeping me interested for more
My thoughts,"The book was Awesome would highly recommend reading, My husband turned me onto this author so I am now reading more from him."
Sidney Sheldon Fan,Great book. Now I will read the sequel. I couldn't put this one down. Sheldon is one of my favorite male authors. I highly recommend this book.
One of my favorite books!,"Normally I never read a book twice.  However I read this one many years ago and decided to read it again.  I remembered some parts of it, but others parts not at all!  Loved this book the first time I read it and loved it the second time too!  Also, never knew there was a sequel &#34;Mistress of the Game&#34;, so I read it too.  It was not as good as the first book, but I still enjoyed it."
masterful,"One of my favorite authors. Money, power, sex, war, the language. Just a wonderfully executed plot and series of events. 495 pages you'll read in 1 day"
very good read,"l stop reading for awhile because l could not find a book that was interesting enough, Master of the game has given back my enjoyment of reading again. Looking forward to more of his books."
Truly captivating! A story that just kept on building...,It captured my interest from page one and I just kept on reading... It took me two days and one sleepless night to devour the book!
Good twists and turns,"I enjoyed re-reading this book. Since Sheldon died and the books are on Kindle, I am liking re-reading some of the books I enjoyed at another time and have the opportunity without having to carry heavy books around. This is one of his earlier, I think. He is a master story teller and develops his characters and the story well. It takes place mostly in South Africa during and just after Aparthied. It is a family saga that traces the diamond trade and then the corporate trade being built from nothing to a global conglomerate. Kate is facinating and her story of power, intrigue and love is full and rich. I would reccomend this to anyone who enjoys family sagas. Read this before Mistress of the Game"
time to read this book again!!!,"I read this book probably 20 years ago in paperback then I recently bought it in kindle!!  I was amazed how thoroughly enjoyable it was to read again. I also bought The Godfather 
The Godfather (Signet)
by Mario Puzo on kindle and read it again as well as The Firm 
The Firm: A Novel
by John Grisham - if anything all three of these books were even better and more enjoyable. Maybe because I'm now in less of a hurry."
Wonderful read!,I could not put it down. Read entire book in two days. Keeps reader interested at all times. Highly recommend.
Not my cup of tea.,This book was way too dark for me.  The violence ruined what could have been a good story.  Read at your own risk.
Read it.  You'll like it.,"Good story.  Keeps moving along.  Typical Sidney Sheldon.  Sometimes the situations are a bit contrived but if you are reading for enjoyment, Sidney Sheldon always comes through"
Great story,This book caught me from the first page and I didn't want to put it down. From diamonds in Africa to four generations later in New York.
A greed based Empire with an interesting cast of characters...,"How many lifetimes can be inside one book? I lost count. Yet the diversity of the characters portrayed was amazing. A book that seizes your attention and overflows with trdegedy, greed, dispare, love and even a little gerosity thrown in to wet your appetite for more. Loved the book..."
This is my favorite book,"First I want to say that the story is absolutely amazing. Not only is it propelled thought pages but it does it with an amazing sense of emotion & logic, all mixed & prepped.
I love how it moves thought a few different time eras. I had never seen this done before, though I'm sure it isn't new, it certainly blew me away.
It's just an amazing story & I even wish I could lead a similar life."
Great Read,Was a re-read for me from many years ago.  Loved it then and loved it now.  Sidney Sheldon at his best !!!  A real page turner.
Best Mystery Ever!,"This is the second time I have read this book. It has been years since the first time. I have read all of Sidney Sheldon' s books and this is my favorite. There are always twist and turns that  you don't expect. I always think I will figure out the next one and he gets me every time.
I would recommend this book to anyone who likes a book they can't put down. I really miss this Author."
Master of teh game,"This book has the typical Sydney Sheldon action and the Kindle can not be put down before you have finished the book
 It has all the action that a person expects from Sheldon and he can continue publishing such books
 Barry
Kleinmond
SouthAfrica"
Master of the Game,"Sidney Sheldon writes an exceptionally good book.  My son teases me that I love her books because they are about powerful women in the world.  That may be so, but I also find them very entertaining."
Tha story is a very good example of fiction novel. once you start raeding it you will not like to put it down untill you finish,"I would say I like every aspect of the whole story. It give a good account of what a determined mind could achieved despite all odds in in which human-beings could find him or herself be it in business ,love relationships, politics or any under-world business.It discusses different cultures of one part of a continent to another, for an example, South Africa, Scottish, Danish and America.It reveals the manipulating skill of an intelligent feminine gender. I would like to recommend to any other reader that may have not read it before to check it out.
."
"exciting story, attractive characters","I enjoyed it so much. This is a page turner, you can not put it down until finish reading.I am looking for next one from his works."
great read,"Enjoyed it a lot. However, I was expecting a little more from the final part, but it's definitely worth it!"
Master of the Game.,"Rcvd. This as a hardcover several years ago and had lost it in travels somewhere. Rcvd. as a Christmas gift. Was slightly disappointed until it was time to go to sleep. I picked up the book, read the epilogue, read the 1st chapter and ended up I could not put the book down and I read the whole entire thing that night. When I was asked about it the next day, I told them that I had read it. They were under the impression that I had that book before. I corrected by letting them know that I had stared from beginning and read it to end it last night. This is a book you cannot put down. It's intriguing and it keeps you wanting to know more. I saw the movie, and it was JUST like the book. I could not stop watching the movie. It was over it the course off two nights and was very disappointed when I had that I had to wait until the following night. A MUST READ FOR EVERYONE WHO LIKES MYSTERY!!!!!"
Great read!,"Fast-paced, intriguing, full of twists and turns.  Hard to put down and constantly changing.  One of the more interesting books I've read in awhile."
Love his books!,"It's been years since I have read anything by Sidney Sheldon, and I had forgotten how delightful his stories are. I will be looking forward to reading the conclusion that I understand that Tully Bagshawe has written. Since I enjoy her work too, it should be great."
Favorite Book Ever!,"Just reread this for the first time in 20 years.  Yes, still my favorite book ever!  I think I'll read it again in 20 years :)"
Awesome,This is a great book and keeps you on the edge of your seat. It is just like all the others he writes.
excellent book,good book with a few unexpected turns. Sidney Sheldon usually put out a very good product. would recommend this book.
Absolutely intriguing,"I think this is Sheldon's best.  The story is compelling and absolutely a book that you can't put down!  This is the first Sidney Sheldon book I read, and after this one, I went on to read eight more of his books."
Sidney Sheldon 's the master of the game,I read this book twice more than a decade ago. It just crossed my mind & it's still an excellent read. Everybody should experience this book as well as this author!
Master of the Game,The story very predictable - I wouldn't recommend it to anyone who would like to read a book that keeps your interest throughout with a great story line.
Never Disappoints!,"No matter what book I pick up by Sidney Sheldon, he never disappoints!  Twists and turns and oohs and ahs always!"
Fabulous,I Don't know where Ive been but I have just discovered Sindey Sheldon. What a fabulous author!!! This book is great and I look forward to reading ALL of his books!!!
Standing ovation...cheers...applause!,"I first read &#34;The Other side of Midnight&#34; many years ago and thought it was outstanding.  I just finished reading &#34;Master of the Game&#34; and it was absolutely outstanding.
Plot twist and turns that leave your mouth agape...clever writing, unscrupulous characters...this book has it all and it is one fast moving page turner.  OUTSTANDING!!!
Am on to my next Sidney Sheldon book."
Exciting,I read this book many years ago & loved it!! It was just as exciting & thrilling a mystery the 2nd time. I am glad I bought it & can enjoy it again later!! Sydney Sheldon is one of my favorite mystery writers!!!
LOVE IT!!,"This has been my favorite book since High School. I could read it a hundred times. It NEVER gets old. If you would enjoy reading about a wide eyed innocent travel half way around the world to slave in the diamond trade, this is the book for you. After nearly dying and making his claim, he is beaten and left for dead, while the vultures eat at his flesh. Luckily, a dear friend finds him, mends him, and helps him plot his revenge."
Fastmoving & spell binding,Great book.............story kept me interested all the way through the book. I have now added this author to my favorites.  I will continue to read his books.
Not what I expected,"I bought this book for a friend, and the condition it came in was not the type that you give to someone else. I do not feel that it matched the description accurately. It was dirty, old, ripped and stained."
Master of the Game,"Although I was told it was new, I was not told it was the version which was not the original published one.  It was from a book club which is much smaller in size and therefore, not what I was looking for."
Good read.,All his books are good.  I knew I wouldn't be disappointed.  I liked it went through generations so some real body to the story.
Outstanding author!,"Having read this book many years ago, I decided to buy it and read it again,  It was outstanding both times around. Mr. Sheldon has a way of captivating his audiences throughout his novels."
Very 80's.,"I won't deny that Sheldon is a born story teller, but the story is very 80's era - everyone is impossibly rich and beautiful -- and he has a tendency to foretell events before they happen making the outcomes, for me, a little ho-hum. I read this book on the recommendation of several people whose opinions I respect -- or should say respected. Don't think I'd commit to another Sheldon."
A great story and wonderful read,Story line moves along at the perfect pace. Interesting characters you can &#34;see&#34;. Nobody is better than this than Sheldon. A shame that he's no longer around.
A fun fast read.,"This is a book to read in between  a series or  a trilogy, sort of like a snack before a big main meal."
Not much character development but an easy read,"I found the oddest thing about this book was that its pace was so fast that a terrible tragedy could happen to a character and then a couple of paragraphs later s/he was over it and moving on with their lives.  Because it covers a period of about 100 years, events are just skimmed over, characters are not developed and as a result, there's very little emotional engagement with the story.  I wouldn't read another book by the same author based on this one.  Having said that, its an easy read and enjoyable enough, just a bit empty and soulless."
Very Pleased with the condition of the book,I was very pleased in the condition of this old classic.  I bought it for a friend who is a collector of Sidney Sheldon and she cried when she opened the bag.  Also like the timeline of the delivery.  Thanks
I'm glad I read it.,"It's very informative of the diamond history in Africa.  The characters became irritating as the generations went on, nevertheless it's a good read."
Interesting,I would recommend this book to all. It was interesting from start to finish and i could not put it down.  Will be buying the sequel.
Master storyteller,I have read this book twice and I think I'm ready for a third time.  This quite literally is the best piece of fiction that I have ever read!!
Worth the second read,"This is a fantastic story that I could read a third time, one of Mr. SHELDON's best, this is a master piece"
very GOOD,"Love his books very f a st reading, always makes you want to get a mother book of his ..."
Master of the Game by Sidney Sheldon,Picked up this book on Saturday and did not put it down until Monday. A must read and OMG did I learn some things
A Must Read According to My son,My son is a Sidney Sheldon fan and wanted me to read this.  I was not as thrilled with it as he was.
Wow,"This book held me from start to finish.  My boyfriend recommended it to me and I didn't hesitate, I'm glad he mentioned it to me.  The twists and turns and the moments of total shock kept me on my seat.  Great book!"
Master of the Game,For me this book was very hard to get into and so I never finished it. I was disappointed in this book. It did not live up to Sidney Sheldons writting.
Lekker,"Another awesome Sidney Sheldon book. Couldn't put it down. Nice plots and twists. I'm buying the sequel, Mistress of the Game NOW."
Master of the Game,"Typical Sheldon...keeps your attention and surprises you. A good story spread over several generations, which can sometimes lose the reader. Loved it."
Master of the Game,"IN LOVE with this novel, I have read it more than 10 times, it's one of the main reasons I started reading, it's one of the can't put down till your done books. I highly recommend this to anyone. It have everything..."
Nobody Can Tell a Story Like S.Sheldon,"I would recommend this book to anybody that likes to read and also those that don't.
Once you turn the first page you can't put it down."
Fave!,This book was a great read. My favourite Sidney Sheldon to date. Finished it in one day I was totally consumed
Story writing at its best,"I downloaded a sample of this book as the South African element interrested me. The history of the Diamond and Gold rush was fascinating and I could relate to the tough heat of the summer and cold of the winters . The story takes you from the 1800 hundreds to modern day and spans three generations . From Rags to Riches , its worth the read.
I have purchased the follow on to this book"
A Must Read,"I Could Not Put This Book Down, Master OF The Game Is By Far The Best Book I Ever Read"
Struggle,The book took to long to come to it's conclusion. It was unnecessary and at times fairly boring. It was by far the most disappointing Sidney Sheldon book I've read.
Master,Great book. Could not have put the book down for a second!!! I can't wait to read his other books
A MUST READ!!!!!,"This book is absolutely splendid! This is my very first book of Sidney Sheldon but it won't be my last. This book had so many twist and turns That I found that I was unable to stop reading! There is history, romance, thrill, murder and unbelievable excitement!!! I LOVED IT!!!"
Another good one...,Another good one .... I have read all the Sydney Sheldon books and not one has disappointed yet.....always waiting for the next one to come along.....
