Five Stars,Good book to prepare for placements.the book is very insightful and the language used is very easy to understand.
5 Stars...,5 Stars...
Awesome book but pages are coming out. Request to use better binding.,Awesome book but pages are coming out. Request to use better binding.
Good and useful,Good and useful
Very nice book for interview preparation,"Though the book was not packaged in box, I got it without any damage. Looks original and genuine product to me. Thanks to the seller for fast delivery.
Nice book for interview preparation. It provides you the good orientation for attempting interview. But the best part I liked about the book is that it includes design questions which are hard to find at one place either in the books or internet."
It's an absolutely amazing book that captures the essence of coding & interviews. Must buy!,Buy it in a heartbeat!
Quality of pages is really worst.,Quality of pages is really worst. Very old paper is used for printing. It's looks like yellowish old paper used  for printing.
Go for it,Awesome book! Worth the price.
Five Stars,as expected
Five Stars,as expected
Thanks to Oxford Traders,Before time delivery by Oxford Traders . The most comprehensive book for coding interview questions .
book received in a bad condition,Received the book in a completely torn package.....even the inside cover was torn... quality of the book also not up to the mark....that's why the single star...
Best book on interview preparation!,"The best book on interview preparation!
Very big in size as well as knowledge.
Every software programer from experience 0 to 20 must read whether you are giving interview or taking!"
"I was able to crack interview of  big companies like Amazon and others, because of this book","Very nice book for preparing interview for big companies like Amazon and others.
I am happy that I found this book finally"
Five Stars,Great presentation
Five Stars,Good product
Five Stars,Worth every penny!
Five Stars,Good one
One of the best books ever for interview preparations,"I have used the 4th edition in the past and have considered it to be an awesome resource. 6th edition is very different and has lots of new topics and content. About the book, some of the pages are not bound in the correct order like page 144 arrives after page128 and to find page 129 you need to go to where page 144 should have been. This is at multiple locations in the book.
Otherwise a great resource."
A must-have book for any coding interview!,"Easily one of the best books of its kind as the questions given here, if tried on our own with the help of the hints and solutions if needed, are sure to make us better codes and more importantly, better problem analysts!"
Five Stars,"but I can see its just a black and white copy, I bought it for around Rs.2200."
Four Stars,Good book with nice expansions on the topics.
WIll only suggest if you are not comfortable will online coding platform (codechef,"Have detailed answers but lack new content... WIll only suggest if you are not comfortable will online coding platform (codechef,hakerearth...) and want good number of problem at one place"
Perfect companion for Tech Interviews Preparation,Excellent book for interview preparation for both beginners and experienced candidates.
The book didnt disappoint me.,Interesting set of problems... The book didnt disappoint me...
Five Stars,awesome book !!! changed my view to code programs
Must read for those looking for career in CS domain,"This book is undoubtedly the best book in the market to prepare for the coding interviews. In this edition in particular, the author has mentioned in detail, as how to tackle a coding problem. If the book is religiously read and followed, I believe he/she can crack any major interview."
Very Costly,"Why this book is so costly, Previous editions are quite cheap as compared to it. Any chances of lowering the price."
Non-CS candidates transitioning to coding career will also find this book immensely helpful.,"Extremely helpful book. Even a non-CS degree candidate looking to transition into coding career, will find this book immensely helpful. I recommend buying this book and go through chapters carefully and do take your time. The author is also active on Quora in case you need to ask her questions."
